Id,target_chr,target_start,target_end,grna_target_chr,grna_target_start,grna_target_end,cleavage_freq,location
5571,14,102202455,102202477,6,43738556,43738578,7.10E-05,102202466
5572,15,66995558,66995580,6,43738556,43738578,7.10E-05,66995569
5573,17,29279676,29279698,6,43738556,43738578,7.10E-05,29279687
5574,17,75517175,75517197,6,43738556,43738578,7.10E-05,75517186
5575,19,3205420,3205442,6,43738556,43738578,7.10E-05,3205431
5576,19,16131053,16131075,6,43738556,43738578,7.10E-05,16131064
5577,19,21336970,21336992,6,43738556,43738578,7.10E-05,21336981
5578,19,33882491,33882513,6,43738556,43738578,7.10E-05,33882502
5579,2,5832373,5832395,6,43738556,43738578,7.10E-05,5832384
5580,2,18853829,18853851,6,43738556,43738578,7.10E-05,18853840
5581,2,20836793,20836815,6,43738556,43738578,7.10E-05,20836804
5582,2,67863180,67863202,6,43738556,43738578,7.10E-05,67863191
5583,2,153574433,153574455,6,43738556,43738578,7.10E-05,153574444
5584,2,225130223,225130245,6,43738556,43738578,7.10E-05,225130234
5585,20,30128124,30128146,6,43738556,43738578,7.10E-05,30128135
5586,20,33813972,33813994,6,43738556,43738578,7.10E-05,33813983
5587,20,41345669,41345691,6,43738556,43738578,7.10E-05,41345680
5588,22,31182292,31182314,6,43738556,43738578,7.10E-05,31182303
5589,22,36047592,36047614,6,43738556,43738578,7.10E-05,36047603
5590,22,47636928,47636950,6,43738556,43738578,7.10E-05,47636939
5591,4,95230419,95230441,6,43738556,43738578,7.10E-05,95230430
5592,4,105152506,105152528,6,43738556,43738578,7.10E-05,105152517
5593,4,135756795,135756817,6,43738556,43738578,7.10E-05,135756806
5594,4,152822670,152822692,6,43738556,43738578,7.10E-05,152822681
5595,4,178355907,178355929,6,43738556,43738578,7.10E-05,178355918
5596,5,1130561,1130583,6,43738556,43738578,7.10E-05,1130572
5597,5,13986256,13986278,6,43738556,43738578,7.10E-05,13986267
5598,5,14742339,14742361,6,43738556,43738578,7.10E-05,14742350
5599,5,22586440,22586462,6,43738556,43738578,7.10E-05,22586451
5600,5,36916750,36916772,6,43738556,43738578,7.10E-05,36916761
5601,5,97927549,97927571,6,43738556,43738578,7.10E-05,97927560
5602,5,133561976,133561998,6,43738556,43738578,7.10E-05,133561987
5603,5,135681768,135681790,6,43738556,43738578,7.10E-05,135681779
5604,5,156062888,156062910,6,43738556,43738578,7.10E-05,156062899
5605,5,178297026,178297048,6,43738556,43738578,7.10E-05,178297037
5606,6,21095396,21095418,6,43738556,43738578,7.10E-05,21095407
5607,6,29268636,29268658,6,43738556,43738578,7.10E-05,29268647
5608,6,161243726,161243748,6,43738556,43738578,7.10E-05,161243737
5609,8,142343359,142343381,6,43738556,43738578,7.10E-05,142343370
5610,8,145533910,145533932,6,43738556,43738578,7.10E-05,145533921
5611,9,17559787,17559809,6,43738556,43738578,7.10E-05,17559798
5612,23,76315661,76315683,6,43738556,43738578,7.10E-05,76315672
5613,23,87338973,87338995,6,43738556,43738578,7.10E-05,87338984
5614,23,128755561,128755583,6,43738556,43738578,7.10E-05,128755572
5615,16,58847084,58847106,6,43738556,43738578,7.10E-05,58847095
5616,16,64149741,64149763,6,43738556,43738578,7.10E-05,64149752
5617,16,69166705,69166727,6,43738556,43738578,7.10E-05,69166716
5618,16,71329542,71329564,6,43738556,43738578,7.10E-05,71329553
5619,16,71338521,71338543,6,43738556,43738578,7.10E-05,71338532
5620,16,85338200,85338222,6,43738556,43738578,7.10E-05,85338211
5621,18,45936101,45936123,6,43738556,43738578,7.10E-05,45936112
5622,7,4856300,4856322,6,43738556,43738578,7.10E-05,4856311
5623,7,87351669,87351691,6,43738556,43738578,7.10E-05,87351680
5624,7,112910412,112910434,6,43738556,43738578,7.10E-05,112910423
5625,7,113405685,113405707,6,43738556,43738578,7.10E-05,113405696
5626,7,146248378,146248400,6,43738556,43738578,7.10E-05,146248389
5627,21,36783504,36783526,6,43738556,43738578,7.10E-05,36783515
5628,3,9439477,9439499,6,43738556,43738578,7.10E-05,9439488
5629,3,14561091,14561113,6,43738556,43738578,7.10E-05,14561102
5630,3,23595576,23595598,6,43738556,43738578,7.10E-05,23595587
5631,3,61232362,61232384,6,43738556,43738578,7.10E-05,61232373
5632,3,114011631,114011653,6,43738556,43738578,7.10E-05,114011642
5633,3,126160558,126160579,6,43738556,43738578,7.10E-05,126160568.5
5634,3,141887561,141887583,6,43738556,43738578,7.10E-05,141887572
5635,1,9651667,9651689,6,43738556,43738578,6.40E-05,9651678
5636,1,11333169,11333191,6,43738556,43738578,6.40E-05,11333180
5637,1,13776418,13776440,6,43738556,43738578,6.40E-05,13776429
5638,1,18973460,18973482,6,43738556,43738578,6.40E-05,18973471
5639,1,20713529,20713551,6,43738556,43738578,6.40E-05,20713540
5640,1,36184267,36184289,6,43738556,43738578,6.40E-05,36184278
5641,1,54166452,54166474,6,43738556,43738578,6.40E-05,54166463
5642,1,95608507,95608529,6,43738556,43738578,6.40E-05,95608518
5643,1,162480171,162480193,6,43738556,43738578,6.40E-05,162480182
5644,1,215346460,215346482,6,43738556,43738578,6.40E-05,215346471
5645,1,232043060,232043082,6,43738556,43738578,6.40E-05,232043071
5646,10,23984631,23984653,6,43738556,43738578,6.40E-05,23984642
5647,10,73399328,73399350,6,43738556,43738578,6.40E-05,73399339
5648,10,102833363,102833385,6,43738556,43738578,6.40E-05,102833374
5649,10,119295319,119295341,6,43738556,43738578,6.40E-05,119295330
5650,10,123504945,123504967,6,43738556,43738578,6.40E-05,123504956
5651,11,16449025,16449047,6,43738556,43738578,6.40E-05,16449036
5652,11,19319837,19319859,6,43738556,43738578,6.40E-05,19319848
5653,11,55319642,55319664,6,43738556,43738578,6.40E-05,55319653
5654,11,86511506,86511528,6,43738556,43738578,6.40E-05,86511517
5655,12,48398597,48398619,6,43738556,43738578,6.40E-05,48398608
5656,12,105031638,105031660,6,43738556,43738578,6.40E-05,105031649
5657,13,37690827,37690849,6,43738556,43738578,6.40E-05,37690838
5658,13,58664148,58664170,6,43738556,43738578,6.40E-05,58664159
5659,14,39438389,39438411,6,43738556,43738578,6.40E-05,39438400
5660,15,70880664,70880686,6,43738556,43738578,6.40E-05,70880675
5661,15,72706047,72706069,6,43738556,43738578,6.40E-05,72706058
5662,15,77923233,77923255,6,43738556,43738578,6.40E-05,77923244
5663,17,973070,973092,6,43738556,43738578,6.40E-05,973081
5664,17,41797966,41797988,6,43738556,43738578,6.40E-05,41797977
5665,17,43487821,43487843,6,43738556,43738578,6.40E-05,43487832
5666,17,55506968,55506990,6,43738556,43738578,6.40E-05,55506979
5667,17,61497672,61497694,6,43738556,43738578,6.40E-05,61497683
5668,17,66917334,66917356,6,43738556,43738578,6.40E-05,66917345
5669,17,77713242,77713264,6,43738556,43738578,6.40E-05,77713253
5670,19,1953766,1953788,6,43738556,43738578,6.40E-05,1953777
5671,19,5536287,5536309,6,43738556,43738578,6.40E-05,5536298
5672,19,55054326,55054348,6,43738556,43738578,6.40E-05,55054337
5673,2,1509247,1509269,6,43738556,43738578,6.40E-05,1509258
5674,2,49613322,49613344,6,43738556,43738578,6.40E-05,49613333
5675,2,66318085,66318107,6,43738556,43738578,6.40E-05,66318096
5676,2,100106240,100106262,6,43738556,43738578,6.40E-05,100106251
5677,2,105734878,105734900,6,43738556,43738578,6.40E-05,105734889
5678,2,162780177,162780199,6,43738556,43738578,6.40E-05,162780188
5679,2,178807600,178807622,6,43738556,43738578,6.40E-05,178807611
5680,2,183557239,183557261,6,43738556,43738578,6.40E-05,183557250
5681,2,206354985,206355007,6,43738556,43738578,6.40E-05,206354996
5682,2,221040674,221040696,6,43738556,43738578,6.40E-05,221040685
5683,22,17067221,17067243,6,43738556,43738578,6.40E-05,17067232
5684,22,23260188,23260210,6,43738556,43738578,6.40E-05,23260199
5685,22,43015331,43015353,6,43738556,43738578,6.40E-05,43015342
5686,22,43552538,43552560,6,43738556,43738578,6.40E-05,43552549
5687,22,50438133,50438155,6,43738556,43738578,6.40E-05,50438144
5688,4,130102910,130102932,6,43738556,43738578,6.40E-05,130102921
5689,4,150980837,150980859,6,43738556,43738578,6.40E-05,150980848
5690,4,190637812,190637834,6,43738556,43738578,6.40E-05,190637823
5691,5,135630819,135630841,6,43738556,43738578,6.40E-05,135630830
5692,5,167530034,167530056,6,43738556,43738578,6.40E-05,167530045
5693,6,40506133,40506155,6,43738556,43738578,6.40E-05,40506144
5694,6,45981770,45981792,6,43738556,43738578,6.40E-05,45981781
5695,9,86950177,86950199,6,43738556,43738578,6.40E-05,86950188
5696,9,136006413,136006435,6,43738556,43738578,6.40E-05,136006424
5697,9,136584749,136584771,6,43738556,43738578,6.40E-05,136584760
5698,23,67876693,67876715,6,43738556,43738578,6.40E-05,67876704
5699,23,69252488,69252510,6,43738556,43738578,6.40E-05,69252499
5700,23,73019894,73019916,6,43738556,43738578,6.40E-05,73019905
5701,23,131885271,131885293,6,43738556,43738578,6.40E-05,131885282
5702,23,152740840,152740862,6,43738556,43738578,6.40E-05,152740851
5703,23,154450474,154450496,6,43738556,43738578,6.40E-05,154450485
5704,16,20853518,20853540,6,43738556,43738578,6.40E-05,20853529
5705,18,32245535,32245557,6,43738556,43738578,6.40E-05,32245546
5706,18,45823405,45823427,6,43738556,43738578,6.40E-05,45823416
5707,7,6701634,6701656,6,43738556,43738578,6.40E-05,6701645
5708,7,16879891,16879913,6,43738556,43738578,6.40E-05,16879902
5709,7,47613279,47613301,6,43738556,43738578,6.40E-05,47613290
5710,7,83323146,83323168,6,43738556,43738578,6.40E-05,83323157
5711,7,103016163,103016185,6,43738556,43738578,6.40E-05,103016174
5712,7,147299729,147299751,6,43738556,43738578,6.40E-05,147299740
5713,21,34393185,34393207,6,43738556,43738578,6.40E-05,34393196
5714,21,47574116,47574138,6,43738556,43738578,6.40E-05,47574127
5715,3,21498071,21498093,6,43738556,43738578,6.40E-05,21498082
5716,3,36734091,36734113,6,43738556,43738578,6.40E-05,36734102
5717,3,48054137,48054159,6,43738556,43738578,6.40E-05,48054148
5718,3,164582848,164582870,6,43738556,43738578,6.40E-05,164582859
5719,3,168912095,168912117,6,43738556,43738578,6.40E-05,168912106
5720,3,182149732,182149754,6,43738556,43738578,6.40E-05,182149743
5721,1,2989744,2989766,6,43738556,43738578,5.70E-05,2989755
5722,1,103028720,103028742,6,43738556,43738578,5.70E-05,103028731
5723,1,118106105,118106127,6,43738556,43738578,5.70E-05,118106116
5724,1,201292050,201292072,6,43738556,43738578,5.70E-05,201292061
5725,1,220522394,220522416,6,43738556,43738578,5.70E-05,220522405
5726,10,62644576,62644598,6,43738556,43738578,5.70E-05,62644587
5727,10,77614474,77614496,6,43738556,43738578,5.70E-05,77614485
5728,10,79199954,79199976,6,43738556,43738578,5.70E-05,79199965
5729,10,81960550,81960572,6,43738556,43738578,5.70E-05,81960561
5730,10,118797232,118797254,6,43738556,43738578,5.70E-05,118797243
5731,10,130830028,130830050,6,43738556,43738578,5.70E-05,130830039
5732,11,3647588,3647610,6,43738556,43738578,5.70E-05,3647599
5733,11,60767870,60767892,6,43738556,43738578,5.70E-05,60767881
5734,11,61583966,61583988,6,43738556,43738578,5.70E-05,61583977
5735,11,120040924,120040946,6,43738556,43738578,5.70E-05,120040935
5736,12,41603296,41603318,6,43738556,43738578,5.70E-05,41603307
5737,12,87956829,87956851,6,43738556,43738578,5.70E-05,87956840
5738,12,108868949,108868971,6,43738556,43738578,5.70E-05,108868960
5739,12,124533779,124533801,6,43738556,43738578,5.70E-05,124533790
5740,13,21009936,21009958,6,43738556,43738578,5.70E-05,21009947
5741,13,48422882,48422904,6,43738556,43738578,5.70E-05,48422893
5742,13,88193357,88193379,6,43738556,43738578,5.70E-05,88193368
5743,13,105114959,105114981,6,43738556,43738578,5.70E-05,105114970
5744,13,111295355,111295377,6,43738556,43738578,5.70E-05,111295366
5745,13,113548404,113548426,6,43738556,43738578,5.70E-05,113548415
5746,14,42445723,42445745,6,43738556,43738578,5.70E-05,42445734
5747,14,69415904,69415927,6,43738556,43738578,5.70E-05,69415915.5
5748,14,106422331,106422353,6,43738556,43738578,5.70E-05,106422342
5749,15,66317720,66317742,6,43738556,43738578,5.70E-05,66317731
5750,15,89253261,89253283,6,43738556,43738578,5.70E-05,89253272
5751,17,31296614,31296636,6,43738556,43738578,5.70E-05,31296625
5752,17,72322307,72322329,6,43738556,43738578,5.70E-05,72322318
5753,17,76314510,76314532,6,43738556,43738578,5.70E-05,76314521
5754,19,51882586,51882608,6,43738556,43738578,5.70E-05,51882597
5755,2,2648903,2648925,6,43738556,43738578,5.70E-05,2648914
5756,2,42600892,42600914,6,43738556,43738578,5.70E-05,42600903
5757,2,71788334,71788356,6,43738556,43738578,5.70E-05,71788345
5758,2,80717395,80717417,6,43738556,43738578,5.70E-05,80717406
5759,2,161971083,161971105,6,43738556,43738578,5.70E-05,161971094
5760,2,170776819,170776841,6,43738556,43738578,5.70E-05,170776830
5761,2,170793179,170793201,6,43738556,43738578,5.70E-05,170793190
5762,2,176936466,176936488,6,43738556,43738578,5.70E-05,176936477
5763,2,189525216,189525238,6,43738556,43738578,5.70E-05,189525227
5764,22,17494811,17494833,6,43738556,43738578,5.70E-05,17494822
5765,22,25816494,25816516,6,43738556,43738578,5.70E-05,25816505
5766,22,33002994,33003016,6,43738556,43738578,5.70E-05,33003005
5767,22,38736970,38736992,6,43738556,43738578,5.70E-05,38736981
5768,4,6465079,6465101,6,43738556,43738578,5.70E-05,6465090
5769,4,31443643,31443665,6,43738556,43738578,5.70E-05,31443654
5770,4,48314774,48314796,6,43738556,43738578,5.70E-05,48314785
5771,4,54259934,54259956,6,43738556,43738578,5.70E-05,54259945
5772,4,111117576,111117598,6,43738556,43738578,5.70E-05,111117587
5773,4,120500838,120500860,6,43738556,43738578,5.70E-05,120500849
5774,4,159801586,159801608,6,43738556,43738578,5.70E-05,159801597
5775,4,166102679,166102701,6,43738556,43738578,5.70E-05,166102690
5776,4,167403522,167403544,6,43738556,43738578,5.70E-05,167403533
5777,5,42899188,42899210,6,43738556,43738578,5.70E-05,42899199
5778,5,86990203,86990225,6,43738556,43738578,5.70E-05,86990214
5779,5,97652092,97652114,6,43738556,43738578,5.70E-05,97652103
5780,5,120571965,120571987,6,43738556,43738578,5.70E-05,120571976
5781,5,153625516,153625538,6,43738556,43738578,5.70E-05,153625527
5782,6,37419364,37419386,6,43738556,43738578,5.70E-05,37419375
5783,6,73806950,73806972,6,43738556,43738578,5.70E-05,73806961
5784,6,83206328,83206350,6,43738556,43738578,5.70E-05,83206339
5785,6,100864960,100864982,6,43738556,43738578,5.70E-05,100864971
5786,8,26474210,26474232,6,43738556,43738578,5.70E-05,26474221
5787,8,29398574,29398596,6,43738556,43738578,5.70E-05,29398585
5788,23,64729218,64729240,6,43738556,43738578,5.70E-05,64729229
5789,23,80500289,80500311,6,43738556,43738578,5.70E-05,80500300
5790,23,119484095,119484117,6,43738556,43738578,5.70E-05,119484106
5791,23,129040624,129040646,6,43738556,43738578,5.70E-05,129040635
5792,16,2576606,2576628,6,43738556,43738578,5.70E-05,2576617
5793,16,8965083,8965105,6,43738556,43738578,5.70E-05,8965094
5794,16,10721454,10721476,6,43738556,43738578,5.70E-05,10721465
5795,16,50923998,50924020,6,43738556,43738578,5.70E-05,50924009
5796,18,25393342,25393364,6,43738556,43738578,5.70E-05,25393353
5797,18,56402293,56402315,6,43738556,43738578,5.70E-05,56402304
5798,18,77960824,77960846,6,43738556,43738578,5.70E-05,77960835
5799,7,44351299,44351321,6,43738556,43738578,5.70E-05,44351310
5800,7,103736589,103736611,6,43738556,43738578,5.70E-05,103736600
5801,3,2574965,2574987,6,43738556,43738578,5.70E-05,2574976
5802,3,22152123,22152145,6,43738556,43738578,5.70E-05,22152134
5803,3,25376013,25376035,6,43738556,43738578,5.70E-05,25376024
5804,3,26970394,26970416,6,43738556,43738578,5.70E-05,26970405
5805,3,36839580,36839602,6,43738556,43738578,5.70E-05,36839591
5806,3,63164348,63164370,6,43738556,43738578,5.70E-05,63164359
5807,3,63899027,63899049,6,43738556,43738578,5.70E-05,63899038
5808,3,95710515,95710537,6,43738556,43738578,5.70E-05,95710526
5809,3,103711764,103711786,6,43738556,43738578,5.70E-05,103711775
5810,3,132898493,132898515,6,43738556,43738578,5.70E-05,132898504
5811,3,164357492,164357514,6,43738556,43738578,5.70E-05,164357503
5812,1,1051071,1051093,6,43738556,43738578,5.00E-05,1051082
5813,1,2445640,2445662,6,43738556,43738578,5.00E-05,2445651
5814,1,11249249,11249271,6,43738556,43738578,5.00E-05,11249260
5815,1,15639816,15639838,6,43738556,43738578,5.00E-05,15639827
5816,1,22226562,22226584,6,43738556,43738578,5.00E-05,22226573
5817,1,32230091,32230113,6,43738556,43738578,5.00E-05,32230102
5818,1,42338864,42338886,6,43738556,43738578,5.00E-05,42338875
5819,1,56745964,56745986,6,43738556,43738578,5.00E-05,56745975
5820,1,100426187,100426209,6,43738556,43738578,5.00E-05,100426198
5821,1,163027987,163028009,6,43738556,43738578,5.00E-05,163027998
5822,1,224800741,224800763,6,43738556,43738578,5.00E-05,224800752
5823,1,226620008,226620030,6,43738556,43738578,5.00E-05,226620019
5824,10,36452638,36452660,6,43738556,43738578,5.00E-05,36452649
5825,10,79409705,79409727,6,43738556,43738578,5.00E-05,79409716
5826,10,113357454,113357476,6,43738556,43738578,5.00E-05,113357465
5827,11,350982,351004,6,43738556,43738578,5.00E-05,350993
5828,11,56560822,56560844,6,43738556,43738578,5.00E-05,56560833
5829,11,96499775,96499797,6,43738556,43738578,5.00E-05,96499786
5830,11,107943273,107943295,6,43738556,43738578,5.00E-05,107943284
5831,11,115881604,115881626,6,43738556,43738578,5.00E-05,115881615
5832,12,1539828,1539850,6,43738556,43738578,5.00E-05,1539839
5833,12,38808642,38808664,6,43738556,43738578,5.00E-05,38808653
5834,12,44666997,44667019,6,43738556,43738578,5.00E-05,44667008
5835,12,66376984,66377006,6,43738556,43738578,5.00E-05,66376995
5836,13,80792438,80792460,6,43738556,43738578,5.00E-05,80792449
5837,13,107923160,107923182,6,43738556,43738578,5.00E-05,107923171
5838,14,60766586,60766608,6,43738556,43738578,5.00E-05,60766597
5839,14,66691812,66691834,6,43738556,43738578,5.00E-05,66691823
5840,14,75597740,75597762,6,43738556,43738578,5.00E-05,75597751
5841,14,88219178,88219200,6,43738556,43738578,5.00E-05,88219189
5842,14,89460867,89460889,6,43738556,43738578,5.00E-05,89460878
5843,14,101334539,101334561,6,43738556,43738578,5.00E-05,101334550
5844,15,75509682,75509704,6,43738556,43738578,5.00E-05,75509693
5845,15,91643106,91643128,6,43738556,43738578,5.00E-05,91643117
5846,17,9837608,9837630,6,43738556,43738578,5.00E-05,9837619
5847,17,48661955,48661977,6,43738556,43738578,5.00E-05,48661966
5848,17,67691023,67691045,6,43738556,43738578,5.00E-05,67691034
5849,19,4043841,4043863,6,43738556,43738578,5.00E-05,4043852
5850,19,8214540,8214562,6,43738556,43738578,5.00E-05,8214551
5851,19,33686899,33686921,6,43738556,43738578,5.00E-05,33686910
5852,2,51591901,51591923,6,43738556,43738578,5.00E-05,51591912
5853,2,55437614,55437636,6,43738556,43738578,5.00E-05,55437625
5854,2,119616450,119616472,6,43738556,43738578,5.00E-05,119616461
5855,2,155023483,155023505,6,43738556,43738578,5.00E-05,155023494
5856,2,170001018,170001040,6,43738556,43738578,5.00E-05,170001029
5857,2,172497941,172497963,6,43738556,43738578,5.00E-05,172497952
5858,2,197487483,197487505,6,43738556,43738578,5.00E-05,197487494
5859,2,197934016,197934038,6,43738556,43738578,5.00E-05,197934027
5860,2,215907573,215907595,6,43738556,43738578,5.00E-05,215907584
5861,2,224036993,224037015,6,43738556,43738578,5.00E-05,224037004
5862,2,235772402,235772424,6,43738556,43738578,5.00E-05,235772413
5863,2,237529447,237529469,6,43738556,43738578,5.00E-05,237529458
5864,2,239028513,239028535,6,43738556,43738578,5.00E-05,239028524
5865,2,240029879,240029901,6,43738556,43738578,5.00E-05,240029890
5866,20,47492801,47492823,6,43738556,43738578,5.00E-05,47492812
5867,20,49999366,49999388,6,43738556,43738578,5.00E-05,49999377
5868,22,24823724,24823746,6,43738556,43738578,5.00E-05,24823735
5869,22,26986174,26986196,6,43738556,43738578,5.00E-05,26986185
5870,22,27944493,27944515,6,43738556,43738578,5.00E-05,27944504
5871,22,36960330,36960352,6,43738556,43738578,5.00E-05,36960341
5872,22,39607071,39607093,6,43738556,43738578,5.00E-05,39607082
5873,22,47188688,47188710,6,43738556,43738578,5.00E-05,47188699
5874,22,51039970,51039992,6,43738556,43738578,5.00E-05,51039981
5875,4,5889782,5889804,6,43738556,43738578,5.00E-05,5889793
5876,4,7193764,7193786,6,43738556,43738578,5.00E-05,7193775
5877,4,119513526,119513548,6,43738556,43738578,5.00E-05,119513537
5878,4,130792042,130792064,6,43738556,43738578,5.00E-05,130792053
5879,5,1180719,1180741,6,43738556,43738578,5.00E-05,1180730
5880,5,79994616,79994638,6,43738556,43738578,5.00E-05,79994627
5881,5,100251853,100251875,6,43738556,43738578,5.00E-05,100251864
5882,5,149532633,149532655,6,43738556,43738578,5.00E-05,149532644
5883,5,164095322,164095344,6,43738556,43738578,5.00E-05,164095333
5884,5,173202369,173202391,6,43738556,43738578,5.00E-05,173202380
5885,6,1438338,1438360,6,43738556,43738578,5.00E-05,1438349
5886,6,89356555,89356577,6,43738556,43738578,5.00E-05,89356566
5887,6,105368371,105368393,6,43738556,43738578,5.00E-05,105368382
5888,8,53852184,53852206,6,43738556,43738578,5.00E-05,53852195
5889,8,103763657,103763679,6,43738556,43738578,5.00E-05,103763668
5890,8,143583469,143583491,6,43738556,43738578,5.00E-05,143583480
5891,9,32211975,32211997,6,43738556,43738578,5.00E-05,32211986
5892,9,44240257,44240279,6,43738556,43738578,5.00E-05,44240268
5893,9,78002272,78002294,6,43738556,43738578,5.00E-05,78002283
5894,9,109470848,109470870,6,43738556,43738578,5.00E-05,109470859
5895,9,109633279,109633301,6,43738556,43738578,5.00E-05,109633290
5896,23,15731749,15731771,6,43738556,43738578,5.00E-05,15731760
5897,23,22581445,22581467,6,43738556,43738578,5.00E-05,22581456
5898,23,52867318,52867340,6,43738556,43738578,5.00E-05,52867329
5899,23,56183661,56183683,6,43738556,43738578,5.00E-05,56183672
5900,23,57411556,57411578,6,43738556,43738578,5.00E-05,57411567
5901,23,68880333,68880355,6,43738556,43738578,5.00E-05,68880344
5902,23,76344701,76344723,6,43738556,43738578,5.00E-05,76344712
5903,23,130664436,130664458,6,43738556,43738578,5.00E-05,130664447
5904,23,132025561,132025583,6,43738556,43738578,5.00E-05,132025572
5905,23,135381683,135381705,6,43738556,43738578,5.00E-05,135381694
5906,23,137893600,137893622,6,43738556,43738578,5.00E-05,137893611
5907,16,3744927,3744949,6,43738556,43738578,5.00E-05,3744938
5908,16,31019632,31019654,6,43738556,43738578,5.00E-05,31019643
5909,16,53228203,53228225,6,43738556,43738578,5.00E-05,53228214
5910,18,20408874,20408896,6,43738556,43738578,5.00E-05,20408885
5911,18,44659514,44659536,6,43738556,43738578,5.00E-05,44659525
5912,18,55101344,55101366,6,43738556,43738578,5.00E-05,55101355
5913,18,62533194,62533216,6,43738556,43738578,5.00E-05,62533205
5914,18,72265316,72265338,6,43738556,43738578,5.00E-05,72265327
5915,7,431373,431395,6,43738556,43738578,5.00E-05,431384
5916,7,44241018,44241040,6,43738556,43738578,5.00E-05,44241029
5917,7,90685871,90685893,6,43738556,43738578,5.00E-05,90685882
5918,7,101055359,101055382,6,43738556,43738578,5.00E-05,101055370.5
5919,7,117997304,117997326,6,43738556,43738578,5.00E-05,117997315
5920,21,43352149,43352171,6,43738556,43738578,5.00E-05,43352160
5921,21,45537082,45537104,6,43738556,43738578,5.00E-05,45537093
5922,21,47364110,47364132,6,43738556,43738578,5.00E-05,47364121
5923,3,9834265,9834287,6,43738556,43738578,5.00E-05,9834276
5924,3,73168853,73168876,6,43738556,43738578,5.00E-05,73168864.5
5925,3,85888142,85888164,6,43738556,43738578,5.00E-05,85888153
5926,3,87899601,87899623,6,43738556,43738578,5.00E-05,87899612
5927,3,118894377,118894399,6,43738556,43738578,5.00E-05,118894388
5928,3,126759483,126759505,6,43738556,43738578,5.00E-05,126759494
5929,3,140392623,140392645,6,43738556,43738578,5.00E-05,140392634
5930,3,157758230,157758252,6,43738556,43738578,5.00E-05,157758241
5931,1,35470292,35470314,6,43738556,43738578,4.30E-05,35470303
5932,1,43672608,43672630,6,43738556,43738578,4.30E-05,43672619
5933,1,43736529,43736551,6,43738556,43738578,4.30E-05,43736540
5934,1,45098074,45098096,6,43738556,43738578,4.30E-05,45098085
5935,1,91238347,91238369,6,43738556,43738578,4.30E-05,91238358
5936,1,118485858,118485880,6,43738556,43738578,4.30E-05,118485869
5937,1,156358255,156358277,6,43738556,43738578,4.30E-05,156358266
5938,1,180232563,180232585,6,43738556,43738578,4.30E-05,180232574
5939,1,215085553,215085575,6,43738556,43738578,4.30E-05,215085564
5940,1,228401491,228401513,6,43738556,43738578,4.30E-05,228401502
5941,1,229063181,229063203,6,43738556,43738578,4.30E-05,229063192
5942,10,5854780,5854802,6,43738556,43738578,4.30E-05,5854791
5943,10,54170849,54170871,6,43738556,43738578,4.30E-05,54170860
5944,10,60215566,60215588,6,43738556,43738578,4.30E-05,60215577
5945,10,72803655,72803677,6,43738556,43738578,4.30E-05,72803666
5946,10,90198721,90198743,6,43738556,43738578,4.30E-05,90198732
5947,10,91800002,91800024,6,43738556,43738578,4.30E-05,91800013
5948,10,125246373,125246395,6,43738556,43738578,4.30E-05,125246384
5949,10,134802652,134802674,6,43738556,43738578,4.30E-05,134802663
5950,11,32512452,32512474,6,43738556,43738578,4.30E-05,32512463
5951,11,35440631,35440653,6,43738556,43738578,4.30E-05,35440642
5952,11,35482021,35482043,6,43738556,43738578,4.30E-05,35482032
5953,11,65399771,65399793,6,43738556,43738578,4.30E-05,65399782
5954,11,69559395,69559417,6,43738556,43738578,4.30E-05,69559406
5955,11,91008721,91008743,6,43738556,43738578,4.30E-05,91008732
5956,11,126286744,126286766,6,43738556,43738578,4.30E-05,126286755
5957,11,128693772,128693794,6,43738556,43738578,4.30E-05,128693783
5958,12,11536083,11536105,6,43738556,43738578,4.30E-05,11536094
5959,12,23895639,23895661,6,43738556,43738578,4.30E-05,23895650
5960,12,31391108,31391130,6,43738556,43738578,4.30E-05,31391119
5961,12,57614045,57614067,6,43738556,43738578,4.30E-05,57614056
5962,12,114431182,114431204,6,43738556,43738578,4.30E-05,114431193
5963,13,46114572,46114594,6,43738556,43738578,4.30E-05,46114583
5964,13,47080061,47080083,6,43738556,43738578,4.30E-05,47080072
5965,13,69346945,69346967,6,43738556,43738578,4.30E-05,69346956
5966,13,94894320,94894342,6,43738556,43738578,4.30E-05,94894331
5967,14,28133247,28133269,6,43738556,43738578,4.30E-05,28133258
5968,14,33835996,33836018,6,43738556,43738578,4.30E-05,33836007
5969,14,53428164,53428186,6,43738556,43738578,4.30E-05,53428175
5970,14,64143409,64143431,6,43738556,43738578,4.30E-05,64143420
5971,14,84607982,84608004,6,43738556,43738578,4.30E-05,84607993
5972,14,93525558,93525581,6,43738556,43738578,4.30E-05,93525569.5
5973,14,105623029,105623051,6,43738556,43738578,4.30E-05,105623040
5974,14,106040172,106040194,6,43738556,43738578,4.30E-05,106040183
5975,15,84932999,84933021,6,43738556,43738578,4.30E-05,84933010
5976,17,2755717,2755739,6,43738556,43738578,4.30E-05,2755728
5977,17,73513739,73513761,6,43738556,43738578,4.30E-05,73513750
5978,17,78428144,78428166,6,43738556,43738578,4.30E-05,78428155
5979,19,4051851,4051873,6,43738556,43738578,4.30E-05,4051862
5980,19,10097194,10097216,6,43738556,43738578,4.30E-05,10097205
